Horario	Sistole(mmHg)	Diastole(mmHg)	Pulsacao(bat/min)	Oxigenacao(%)
00:02:22   55   15   87   4
00:02:23   47   12   82   72
00:02:24   85   25   55   48
00:02:25   55   0   32   50
00:02:26   10   65   62   94
00:02:27   23   36   0   98
00:02:28   47   85   46   87
00:02:29   16   26   11   3
00:02:30   45   77   13   77
00:02:31   45   18   40   30
00:02:32   84   58   88   69
00:02:33   85   78   58   76
00:02:34   54   29   51   77
00:02:35   81   82   67   49
00:02:36   84   93   96   46
00:02:37   21   50   13   8
00:02:38   13   55   4   32
00:02:39   16   40   8   70
00:02:40   44   44   98   33
00:02:41   84   16   60   10
00:02:42   89   2   17   38
00:02:43   77   38   19   21
00:02:44   73   41   77   53
00:02:45   48   18   35   50
00:02:46   38   92   63   63
00:02:47   25   77   14   81
00:02:48   31   20   93   0
00:02:49   14   80   65   76
00:02:50   28   56   86   33
00:02:51   23   78   47   75
00:02:52   47   78   46   80
00:02:53   3   97   96   47
00:02:54   61   14   15   52
00:02:55   96   31   2   100
00:02:56   29   55   55   76
00:02:57   31   15   2   85
00:02:58   75   98   64   59
00:02:59   65   73   47   44
00:03:00   55   27   17   62
00:03:01   7   57   23   24
00:03:02   46   32   62   55
00:03:03   91   43   38   29
00:03:04   84   85   79   99
00:03:05   90   42   100   51
00:03:06   65   65   91   9
00:03:07   63   97   40   7
00:03:08   23   72   64   94
00:03:09   74   43   97   52
00:03:10   69   49   50   21
00:03:11   80   36   57   66
00:03:12   14   1   24   2
00:03:13   60   85   43   88
00:03:14   1   62   73   29
00:03:15   91   32   82   20
00:03:16   11   58   16   56
00:03:17   8   80   62   99
00:03:18   12   75   89   67
00:03:19   35   24   20   28
00:03:20   25   95   11   33
00:03:21   18   56   11   43
00:03:22   42   0   34   5
00:03:23   8   45   84   3
00:03:24   98   86   16   14
00:03:25   91   46   6   65
00:03:26   51   70   4   4
00:03:27   24   22   21   0
00:03:28   11   77   44   39
00:03:29   61   25   90   9
00:03:30   90   55   81   78
00:03:31   8   54   18   70
00:03:32   40   79   87   38
00:03:33   51   7   4   40
00:03:34   46   23   75   27
00:03:35   90   30   26   55
00:03:36   3   56   39   33
00:03:37   87   62   62   100
00:03:38   24   62   13   78
00:03:39   96   90   68   41
00:03:40   28   11   18   11
00:03:41   71   70   57   56
00:03:42   31   48   71   90
00:03:43   5   88   90   17
00:03:44   82   3   39   87
00:03:45   89   61   47   37
00:03:46   83   85   42   0
00:03:47   77   82   20   59
00:03:48   81   96   45   98
00:03:49   54   23   49   74
00:03:50   100   30   93   92
00:03:51   6   32   89   0
00:03:52   55   12   5   83
00:03:53   93   45   49   33
00:03:54   38   59   54   73
00:03:55   84   86   48   60
00:03:56   61   47   23   42
00:03:57   62   50   40   86
00:03:58   86   28   62   60
00:03:59   2   64   93   2
00:04:00   2   89   9   68
00:04:01   45   80   68   71
00:04:02   68   21   14   87
00:04:03   96   68   50   24
00:04:04   61   56   14   40
00:04:05   74   38   96   69
00:04:06   12   74   93   10
00:04:07   41   68   72   94
00:04:08   58   79   77   37
00:04:09   99   12   56   17
00:04:10   59   70   26   88
00:04:11   41   91   81   28
00:04:12   6   30   57   39
00:04:13   78   27   19   86
00:04:14   61   38   59   48
00:04:15   81   96   0   92
00:04:16   84   29   92   53
00:04:17   34   35   93   69
00:04:18   52   10   51   21
00:04:19   33   63   100   82
00:04:20   37   49   44   46
00:04:21   70   29   33   43
00:04:22   5   42   36   18
00:04:23   40   77   75   100
00:04:24   81   14   71   74
00:04:25   70   62   88   52
00:04:26   82   31   94   56
00:04:27   39   9   16   11
00:04:28   75   63   58   95
00:04:29   62   76   64   83
00:04:30   46   80   42   60
00:04:31   15   81   100   67
00:04:32   23   1   88   60
00:04:33   33   72   76   37
00:04:34   33   79   51   2
00:04:35   10   81   14   20
00:04:36   22   43   15   38
00:04:37   56   30   64   71
00:04:38   10   70   69   94
00:04:39   26   14   40   23
00:04:40   100   21   47   69
00:04:41   43   38   80   38
00:04:42   96   2   13   0
00:04:43   10   35   47   39
00:04:44   25   26   37   46
00:04:45   88   52   5   5
00:04:46   69   68   2   34
00:04:47   23   91   1   45
00:04:48   33   16   7   70
00:04:49   7   93   0   43
00:04:50   0   49   30   88
00:04:51   42   82   9   15
00:04:52   96   37   44   31
00:04:53   77   16   46   4
00:04:54   65   28   69   41
00:04:55   42   49   56   47
00:04:56   83   16   53   30
00:04:57   21   57   28   25
00:04:58   4   19   11   6
00:04:59   45   37   25   37
00:05:00   64   18   45   61
00:05:01   99   61   24   61
00:05:02   55   73   98   96
00:05:03   73   73   41   36
00:05:04   75   51   20   63
00:05:05   40   69   80   3
00:05:06   16   21   67   28
00:05:07   78   5   27   98
00:05:08   41   79   23   50
00:05:09   47   99   54   5
00:05:10   80   56   85   18
00:05:11   20   51   86   68
00:05:12   60   41   43   27
00:05:13   12   53   3   26
00:05:14   14   25   7   40
00:05:15   85   96   94   31
00:05:16   96   87   96   52
00:05:17   77   82   32   84
00:05:18   18   55   59   76
00:05:19   86   86   29   3
00:05:20   20   23   8   92
00:05:21   59   82   4   33
00:05:22   98   62   80   50
00:05:23   54   71   37   5
00:05:24   98   25   21   19
00:05:25   64   45   86   72
00:05:26   48   62   51   20
00:05:27   13   61   61   27
00:05:28   86   73   23   57
00:05:29   84   12   46   38
00:05:30   22   24   90   63
00:05:31   67   81   6   16
00:05:32   95   64   52   13
00:05:33   54   16   94   25
00:05:34   67   85   99   77
00:05:35   47   77   62   79
00:05:36   3   64   79   97
00:05:37   82   80   74   0
00:05:38   12   20   80   38
00:05:39   37   83   31   51
00:05:40   61   31   30   61
00:05:41   9   85   22   47
00:05:42   3   24   15   47
00:05:43   60   18   66   27
00:05:44   37   91   85   10
00:05:45   70   0   34   40
00:05:46   64   83   39   95
00:05:47   87   86   88   64
00:05:48   86   92   61   100
00:05:49   91   7   47   65
00:05:50   22   51   23   3
00:05:51   26   58   11   11
00:05:52   99   18   59   49
00:05:53   19   19   77   21
00:05:54   87   50   34   12
00:05:55   89   8   97   31
00:05:56   88   92   19   80
00:05:57   68   20   48   82
00:05:58   71   28   50   39
00:05:59   34   16   10   83
00:06:00   57   66   55   45
00:06:01   32   37   47   21
00:06:02   12   84   80   12
00:06:03   85   12   47   45
00:06:04   79   38   42   28
00:06:05   1   63   28   26
00:06:06   21   77   8   69
00:06:07   77   11   16   82
00:06:08   84   52   12   61
00:06:09   23   29   69   19
00:06:10   18   30   71   71
00:06:11   52   13   51   32
00:06:12   83   47   57   47
00:06:13   73   58   44   37
00:06:14   35   52   90   87
00:06:15   9   8   77   52
00:06:16   77   57   50   61
00:06:17   19   17   29   71
00:06:18   87   57   24   93
00:06:19   55   55   95   2
00:06:20   11   26   95   66
00:06:21   93   80   34   43
00:06:22   26   14   89   50
00:06:23   68   77   87   73
00:06:24   48   16   84   98
00:06:25   7   73   90   40
00:06:26   80   26   91   41
00:06:27   30   89   33   8
00:06:28   29   71   51   38
00:06:29   85   79   5   22
00:06:30   38   28   27   67
00:06:31   33   43   29   44
00:06:32   52   5   7   33
00:06:33   44   77   99   75
00:06:34   65   67   22   29
00:06:35   75   24   30   77
00:06:36   69   2   13   64
00:06:37   52   0   16   67
00:06:38   79   77   19   77
00:06:39   43   72   71   96
00:06:40   79   19   76   92
00:06:41   52   67   62   45
00:06:42   23   43   4   19
00:06:43   57   28   88   59
00:06:44   69   100   32   55
00:06:45   79   79   56   41
00:06:46   51   50   6   11
00:06:47   28   14   18   28
00:06:48   69   22   87   90
00:06:49   31   58   38   66
00:06:50   100   18   36   74
00:06:51   62   55   7   54
00:06:52   51   26   21   26
00:06:53   61   73   50   54
00:06:54   93   1   18   3
00:06:55   24   67   37   75
00:06:56   91   49   57   0
00:06:57   72   97   81   98
00:06:58   39   65   5   15
00:06:59   18   78   76   39
00:07:00   97   42   89   39
00:07:01   53   62   3   67
00:07:02   79   19   24   7
00:07:03   96   84   42   16
00:07:04   13   5   31   100
00:07:05   28   6   76   62
00:07:06   45   3   50   62
00:07:07   37   24   53   97
00:07:08   21   47   16   20
00:07:09   57   21   73   7
00:07:10   25   15   13   59
00:07:11   42   60   27   96
00:07:12   92   61   0   21
00:07:13   24   58   27   86
00:07:14   23   39   11   60
00:07:15   87   59   91   12
00:07:16   24   44   54   37
00:07:17   39   0   73   91
00:07:18   8   82   71   23
00:07:19   88   57   9   84
00:07:20   92   42   68   73
00:07:21   94   38   37   22
00:07:22   0   74   82   8
00:07:23   100   65   92   83
00:07:24   51   29   57   98
00:07:25   15   21   95   7
00:07:26   9   61   57   14
00:07:27   35   50   97   22
00:07:28   31   16   18   93
00:07:29   80   18   5   10
00:07:30   93   84   5   38
00:07:31   48   6   31   78
00:07:32   75   73   28   44
00:07:33   75   93   6   0
00:07:34   79   15   0   1
00:07:35   12   48   56   72
00:07:36   18   25   62   37
00:07:37   13   60   78   62
00:07:38   26   87   77   3
00:07:39   54   21   77   68
00:07:40   6   89   26   46
00:07:41   23   91   8   69
00:07:42   6   52   49   4
00:07:43   72   48   8   41
00:07:44   75   66   54   50
00:07:45   62   27   79   29
00:07:46   93   14   45   51
00:07:47   8   13   2   23
00:07:48   48   2   19   0
00:07:49   10   18   72   87
00:07:50   25   22   40   100
00:07:51   79   9   3   71
00:07:52   60   65   1   24
00:07:53   9   1   7   10
00:07:54   55   35   82   39
00:07:55   76   16   2   66
00:07:56   100   68   3   11
00:07:57   20   91   89   29
00:07:58   15   80   55   56
00:07:59   35   39   66   43
00:08:00   91   66   2   24
00:08:01   82   84   39   36
00:08:02   37   10   64   19
00:08:03   59   7   16   30
00:08:04   75   65   31   95
00:08:05   35   47   24   14
00:08:06   53   57   30   46
00:08:07   76   60   36   69
00:08:08   94   55   68   76
00:08:09   13   47   73   39
00:08:10   66   50   95   57
00:08:11   38   14   97   80
00:08:12   23   2   75   27
00:08:13   48   72   83   11
00:08:14   86   23   36   44
00:08:15   21   21   20   19
00:08:16   19   91   63   8
00:08:17   37   57   67   72
00:08:18   83   84   20   81
00:08:19   36   24   20   54
00:08:20   64   39   43   46
00:08:21   61   24   70   90
00:08:22   8   59   19   12
00:08:23   3   67   43   40
00:08:24   73   16   2   98
00:08:25   60   56   33   43
00:08:26   78   49   46   97
00:08:27   42   44   60   22
00:08:28   45   9   75   48
00:08:29   73   67   37   93
00:08:30   25   55   62   37
00:08:31   22   93   24   49
00:08:32   22   3   71   64
00:08:33   41   83   6   39
00:08:34   93   14   97   26
00:08:35   6   68   11   38
00:08:36   13   82   85   36
00:08:37   28   43   6   6
00:08:38   83   34   76   93
00:08:39   96   33   17   17
00:08:40   47   44   47   58
00:08:41   87   75   72   13
00:08:42   64   92   69   18
00:08:43   99   13   75   93
00:08:44   15   92   87   30
00:08:45   50   0   1   3
00:08:46   26   90   45   38
00:08:47   57   23   28   19
00:08:48   76   42   98   34
00:08:49   37   8   83   21
00:08:50   89   46   100   21
00:08:51   53   15   85   41
00:08:52   62   28   18   80
00:08:53   41   64   15   17
00:08:54   48   89   0   2
00:08:55   3   12   92   33
00:08:56   100   21   89   36
00:08:57   34   4   57   60
00:08:58   55   15   42   31
00:08:59   54   36   87   43
00:09:00   94   59   57   8
00:09:01   64   88   70   23
00:09:02   24   71   33   14
00:09:03   4   72   19   14
00:09:04   25   91   48   87
00:09:05   43   90   39   73
00:09:06   22   0   26   45
00:09:07   48   68   14   32
00:09:08   79   69   87   67
00:09:09   8   84   37   10
00:09:10   82   90   82   35
00:09:11   16   85   1   36
00:09:12   17   69   25   77
00:09:13   65   83   90   59
00:09:14   9   18   81   77
00:09:15   68   86   66   27
00:09:16   43   73   69   56
00:09:17   64   36   86   68
00:09:18   77   0   80   76
00:09:19   30   11   2   20
00:09:20   14   69   91   12
00:09:21   31   30   27   96
00:09:22   9   47   25   67
00:09:23   40   11   48   33
00:09:24   11   75   97   8
00:09:25   17   11   52   2
00:09:26   35   77   23   94
00:09:27   58   33   53   63
00:09:28   38   54   21   97
00:09:29   97   94   29   5
00:09:30   38   55   47   85
00:09:31   5   31   9   35
00:09:32   89   2   68   26
00:09:33   81   100   57   56
00:09:34   68   11   13   50
00:09:35   99   38   97   100
00:09:36   61   59   6   52
00:09:37   47   93   59   26
00:09:38   49   14   41   96
00:09:39   61   25   96   62
00:09:40   99   85   10   34
00:09:41   49   96   80   4
00:09:42   40   39   14   58
00:09:43   44   29   65   47
00:09:44   22   52   7   80
00:09:45   91   12   12   50
00:09:46   22   2   16   100
00:09:47   96   87   77   51
00:09:48   93   28   72   84
00:09:49   64   94   19   21
00:09:50   34   84   8   9
00:09:51   8   91   65   77
00:09:52   13   12   70   77
00:09:53   56   17   32   16
00:09:54   61   55   36   77
00:09:55   83   87   64   32
00:09:56   54   17   33   13
00:09:57   71   27   43   30
00:09:58   68   56   81   80
00:09:59   95   88   75   95
00:10:00   82   97   35   51
00:10:01   25   42   59   58
00:10:02   31   32   99   64
00:10:03   90   97   11   50
00:10:04   69   28   48   90
00:10:05   22   47   72   7
00:10:06   22   47   63   67
00:10:07   60   99   64   14
00:10:08   3   82   86   24
00:10:09   90   1   29   48
00:10:10   26   85   27   29
00:10:11   92   52   85   41
00:10:12   31   20   54   9
00:10:13   50   44   61   79
00:10:14   47   84   24   62
00:10:15   14   69   25   73
00:10:16   47   84   47   29
00:10:17   30   40   22   25
00:10:18   73   78   30   55
00:10:19   69   60   5   4
00:10:20   26   29   55   76
00:10:21   77   86   74   24
00:10:22   8   9   96   9
00:10:23   8   90   18   39
00:10:24   94   95   33   13
00:10:25   13   38   76   1
00:10:26   32   50   85   28
00:10:27   42   73   85   28
00:10:28   20   7   0   36
00:10:29   16   45   50   3
00:10:30   92   30   91   32
00:10:31   10   32   59   62
00:10:32   67   9   20   58
00:10:33   50   36   77   44
00:10:34   57   38   9   64
00:10:35   68   53   99   73
00:10:36   11   47   19   52
00:10:37   31   77   77   10
00:10:38   42   13   57   5
00:10:39   76   71   3   94
00:10:40   97   69   56   62
00:10:41   71   15   21   59
00:10:42   22   99   42   63
00:10:43   49   66   72   52
00:10:44   88   78   14   99
00:10:45   35   50   79   85
00:10:46   14   37   96   44
00:10:47   23   87   31   8
00:10:48   36   8   41   9
00:10:49   33   6   53   51
00:10:50   47   60   45   92
00:10:51   95   86   9   80
00:10:52   76   75   17   92
00:10:53   83   57   5   83
00:10:54   23   14   52   70
00:10:55   65   40   13   46
00:10:56   15   48   3   68
00:10:57   30   93   62   17
00:10:58   54   71   91   69
00:10:59   99   7   80   25
00:11:00   44   100   41   78
00:11:01   94   44   63   90
00:11:02   80   62   35   66
00:11:03   23   57   98   34
00:11:04   46   22   71   27
00:11:05   55   15   41   75
00:11:06   40   75   28   36
00:11:07   24   63   71   62
00:11:08   28   82   62   70
00:11:09   62   62   10   20
00:11:10   80   71   67   6
00:11:11   80   17   100   89
00:11:12   29   49   74   90
00:11:13   37   32   27   4
00:11:14   28   1   73   90
00:11:15   9   12   82   56
00:11:16   41   57   30   28
00:11:17   62   37   41   69
00:11:18   50   13   1   27
00:11:19   95   83   12   51
00:11:20   15   30   7   69
00:11:21   26   20   94   72
00:11:22   42   74   0   20
00:11:23   82   50   42   74
00:11:24   50   97   3   1
00:11:25   97   66   7   68
00:11:26   74   88   78   36
00:11:27   33   54   48   72
00:11:28   79   25   82   59
00:11:29   84   100   27   70
00:11:30   38   58   85   89
00:11:31   73   32   82   39
00:11:32   100   79   34   20
00:11:33   58   74   37   30
00:11:34   12   22   39   96
00:11:35   20   14   77   93
00:11:36   69   53   53   7
00:11:37   80   62   71   76
00:11:38   55   0   60   76
00:11:39   41   60   72   80
00:11:40   64   73   29   85
00:11:41   18   15   40   19
00:11:42   52   23   74   33
00:11:43   92   11   72   52
00:11:44   69   50   31   61
00:11:45   28   90   88   77
00:11:46   7   17   60   21
00:11:47   23   49   35   64
00:11:48   31   100   21   86
00:11:49   18   86   61   85
00:11:50   43   67   43   42
00:11:51   80   55   35   22
00:11:52   90   60   41   18
00:11:53   32   45   28   74
00:11:54   4   71   94   53
00:11:55   55   27   43   33
00:11:56   12   88   20   35
00:11:57   36   42   85   88
00:11:58   1   5   97   14
00:11:59   0   87   79   18
00:12:00   97   34   4   100
00:12:01   82   59   46   25
00:12:02   82   46   92   84
00:12:03   28   71   98   13
00:12:04   38   77   66   72
00:12:05   75   74   60   5
00:12:06   50   91   7   46
00:12:07   51   38   57   52
00:12:08   40   74   93   61
00:12:09   74   89   41   66
00:12:10   81   20   71   75
00:12:11   31   68   53   28
00:12:12   38   85   87   6
00:12:13   3   57   72   99
00:12:14   63   24   62   13
00:12:15   33   63   76   99
00:12:16   33   88   58   8
00:12:17   27   53   11   89
00:12:18   48   81   3   64
00:12:19   40   87   24   39
00:12:20   8   5   69   56
00:12:21   87   11   30   95
00:12:22   75   13   3   12
00:12:23   37   72   18   81
00:12:24   52   83   81   0
00:12:25   91   92   46   3
00:12:26   56   34   18   72
00:12:27   16   11   2   66
00:12:28   10   97   7   42
00:12:29   33   28   2   0
00:12:30   41   84   97   78
00:12:31   9   54   51   89
00:12:32   8   51   49   12
00:12:33   49   27   99   90
00:12:34   81   11   98   9
00:12:35   23   33   73   49
00:12:36   49   34   61   91
00:12:37   29   81   86   15
00:12:38   4   29   82   51
00:12:39   67   73   5   6
00:12:40   75   8   46   20
00:12:41   8   30   68   47
00:12:42   22   54   40   57
00:12:43   18   26   17   81
00:12:44   1   68   61   53
00:12:45   18   19   6   40
00:12:46   30   32   53   95
00:12:47   68   45   83   57
00:12:48   83   90   38   30
00:12:49   56   55   4   28
00:12:50   65   59   78   32
00:12:51   90   59   67   21
00:12:52   60   19   50   76
00:12:53   71   33   26   15
00:12:54   30   42   1   21
00:12:55   20   12   74   67
00:12:56   99   56   93   13
00:12:57   44   27   78   45
00:12:58   91   52   97   20
00:12:59   12   70   12   54
00:13:00   56   1   80   6
00:13:01   13   70   10   76
00:13:02   70   8   78   46
00:13:03   54   96   73   64
00:13:04   45   60   53   34
00:13:05   77   43   70   45
00:13:06   92   27   56   87
00:13:07   26   90   73   64
00:13:08   58   2   88   40
00:13:09   33   7   73   51
00:13:10   50   49   62   98
00:13:11   71   75   14   38
00:13:12   97   51   69   35
00:13:13   49   11   89   53
00:13:14   45   89   34   88
00:13:15   51   51   41   69
00:13:16   7   77   84   28
00:13:17   85   84   0   49
00:13:18   43   46   68   70
00:13:19   68   97   96   93
00:13:20   22   12   28   9
00:13:21   30   37   16   51
00:13:22   12   12   78   87
00:13:23   62   6   93   81
00:13:24   5   4   81   45
00:13:25   75   91   96   25
00:13:26   94   29   94   62
00:13:27   0   89   46   35
00:13:28   19   5   90   30
00:13:29   4   100   87   91
00:13:30   93   96   89   56
00:13:31   77   95   25   54
00:13:32   69   52   8   81
00:13:33   91   88   19   18
00:13:34   89   31   92   40
00:13:35   99   13   51   54
00:13:36   73   50   0   15
00:13:37   46   46   32   12
00:13:38   14   82   65   70
00:13:39   60   64   94   36
00:13:40   57   36   60   74
00:13:41   34   38   79   18
00:13:42   67   10   29   34
00:13:43   15   96   88   40
00:13:44   95   56   88   58
00:13:45   6   92   69   78
00:13:46   37   89   93   90
00:13:47   20   81   55   33
00:13:48   34   26   18   78
00:13:49   18   78   34   40
00:13:50   56   11   31   11
00:13:51   6   10   57   21
00:13:52   8   71   72   96
00:13:53   95   27   48   52
00:13:54   45   95   39   18
00:13:55   53   43   12   90
00:13:56   20   10   52   57
00:13:57   50   67   77   41
00:13:58   5   98   15   51
00:13:59   23   71   87   93
00:14:00   12   28   35   48
00:14:01   75   60   63   12
00:14:02   0   86   17   49
00:14:03   32   16   77   100
00:14:04   12   27   59   100
00:14:05   24   33   40   18
00:14:06   49   35   80   7
00:14:07   1   11   14   74
00:14:08   58   10   54   80
00:14:09   29   2   54   85
00:14:10   40   5   66   60
00:14:11   17   88   85   17
00:14:12   54   64   61   20
00:14:13   86   98   91   90
00:14:14   70   73   75   64
00:14:15   24   79   24   86
00:14:16   50   62   47   9
00:14:17   69   93   1   54
00:14:18   51   0   14   15
00:14:19   28   11   63   51
00:14:20   99   97   16   81
00:14:21   28   14   24   78
00:14:22   33   58   37   69
00:14:23   91   50   59   18
00:14:24   82   30   45   91
00:14:25   3   86   46   55
00:14:26   100   64   16   45
00:14:27   75   46   7   15
00:14:28   62   65   69   78
00:14:29   9   16   1   69
00:14:30   75   69   20   43
00:14:31   22   74   59   90
00:14:32   5   42   69   62
00:14:33   43   85   74   65
00:14:34   31   16   95   49
00:14:35   46   99   97   10
00:14:36   8   35   55   0
00:14:37   13   84   62   65
00:14:38   37   83   16   94
00:14:39   13   95   1   85
00:14:40   22   82   76   70
00:14:41   27   94   42   50
00:14:42   24   90   2   76
00:14:43   30   9   32   98
00:14:44   83   4   50   32
00:14:45   79   55   22   10
00:14:46   23   97   99   49
00:14:47   24   76   9   53
00:14:48   97   97   89   90
00:14:49   36   46   28   21
00:14:50   32   99   49   26
00:14:51   62   94   76   32
00:14:52   97   22   68   91
00:14:53   46   37   30   43
00:14:54   5   69   27   2
00:14:55   77   9   65   95
00:14:56   66   99   81   11
00:14:57   89   52   93   33
00:14:58   26   89   55   14
00:14:59   32   10   2   79
00:15:00   37   16   29   36
00:15:01   13   22   31   20
00:15:02   28   84   9   82
00:15:03   92   55   11   41
00:15:04   52   52   71   15
00:15:05   22   59   19   86
00:15:06   70   27   9   0
00:15:07   69   15   83   85
00:15:08   7   42   36   10
00:15:09   13   38   10   47
00:15:10   31   91   70   66
00:15:11   18   79   90   63
00:15:12   3   82   2   4
00:15:13   12   12   74   32
00:15:14   86   55   75   88
00:15:15   58   71   26   81
00:15:16   69   66   56   96
00:15:17   51   69   5   10
00:15:18   38   35   18   71
00:15:19   54   5   3   39
00:15:20   25   2   91   38
00:15:21   9   17   29   87
00:15:22   54   87   45   84
00:15:23   100   81   80   16
00:15:24   31   48   82   34
00:15:25   66   83   0   63
00:15:26   4   60   84   18
00:15:27   34   41   62   3
00:15:28   21   39   3   21
00:15:29   62   92   22   28
00:15:30   88   81   9   75
00:15:31   7   92   72   81
00:15:32   58   59   30   18
00:15:33   60   34   78   84
00:15:34   56   70   60   75
00:15:35   64   52   99   67
00:15:36   76   95   99   10
00:15:37   0   67   48   99
00:15:38   69   43   56   21
00:15:39   92   55   93   68
00:15:40   30   88   78   75
00:15:41   78   13   30   97
00:15:42   64   48   99   61
00:15:43   30   66   45   1
00:15:44   70   21   0   41
00:15:45   26   38   94   51
00:15:46   39   91   11   72
00:15:47   22   23   39   2
00:15:48   18   35   56   75
00:15:49   70   31   55   23
00:15:50   14   49   87   65
00:15:51   84   23   18   61
00:15:52   90   4   62   55
00:15:53   34   4   49   33
00:15:54   39   93   59   76
00:15:55   84   82   36   16
00:15:56   65   72   71   39
00:15:57   0   80   0   16
00:15:58   73   22   37   71
00:15:59   56   9   41   28
00:16:00   94   45   44   43
00:16:01   12   49   49   34
00:16:02   69   72   40   41
00:16:03   72   19   82   47
00:16:04   78   70   25   67
00:16:05   5   98   87   86
00:16:06   59   19   59   97
00:16:07   12   100   85   10
00:16:08   24   98   17   96
00:16:09   91   4   43   64
00:16:10   60   58   41   25
00:16:11   56   80   63   36
00:16:12   58   94   61   52
00:16:13   4   11   29   19
00:16:14   95   17   19   35
00:16:15   49   84   97   68
00:16:16   30   6   68   75
00:16:17   19   62   76   31
00:16:18   26   37   91   92
00:16:19   71   43   11   40
00:16:20   67   91   93   94
00:16:21   95   89   73   76
00:16:22   95   7   16   16
00:16:23   10   52   16   39
00:16:24   49   30   50   57
00:16:25   62   79   47   91
00:16:26   30   13   90   52
00:16:27   97   99   59   70
00:16:28   68   83   81   37
00:16:29   38   70   26   64
00:16:30   34   46   56   71
00:16:31   88   71   34   43
