Horario	Sistole(mmHg)	Diastole(mmHg)	Pulsacao(bat/min)	Oxigenacao(%)
00:01:13   39   4   79   5
00:01:14   26   26   61   45
00:01:15   67   38   27   71
00:01:16   18   98   3   92
00:01:17   17   40   22   81
00:01:18   87   66   85   86
00:01:19   56   6   73   53
00:01:20   95   8   35   36
00:01:21   29   65   2   75
00:01:22   72   44   89   89
00:01:23   28   50   12   12
00:01:24   84   80   47   88
00:01:25   81   21   41   6
00:01:26   19   41   35   39
00:01:27   3   76   50   10
00:01:28   29   38   6   59
00:01:29   2   58   59   43
00:01:30   28   96   79   13
00:01:31   19   43   54   22
00:01:32   82   32   31   26
00:01:33   1   2   34   33
00:01:34   89   99   49   37
00:01:35   85   74   90   17
00:01:36   35   53   18   51
00:01:37   53   27   93   10
00:01:38   28   36   75   100
00:01:39   47   99   87   41
00:01:40   51   58   49   20
00:01:41   51   18   45   41
00:01:42   99   75   69   7
00:01:43   89   45   1   13
00:01:44   50   57   39   2
00:01:45   61   78   53   27
00:01:46   66   30   65   79
00:01:47   82   63   53   52
00:01:48   53   17   25   45
00:01:49   0   21   20   89
00:01:50   66   38   64   75
00:01:51   37   13   41   7
00:01:52   95   30   99   67
00:01:53   15   26   89   88
00:01:54   61   98   14   53
00:01:55   76   92   65   29
00:01:56   51   99   20   98
00:01:57   62   87   12   25
00:01:58   81   56   66   57
00:01:59   54   71   38   58
00:02:00   99   46   67   75
00:02:01   41   26   39   52
00:02:02   26   73   91   84
00:02:03   100   97   37   74
00:02:04   91   38   45   73
00:02:05   33   68   74   46
00:02:06   80   55   32   80
00:02:07   66   67   16   33
00:02:08   62   59   48   52
00:02:09   100   98   22   94
00:02:10   98   38   0   56
00:02:11   91   77   35   6
00:02:12   74   53   2   17
00:02:13   6   12   3   94
00:02:14   8   11   78   15
00:02:15   13   76   34   17
00:02:16   71   49   100   25
00:02:17   74   69   73   87
00:02:18   53   5   35   22
00:02:19   15   97   99   15
00:02:20   56   74   69   11
00:02:21   18   99   56   38
00:02:22   3   29   88   95
00:02:23   56   13   56   65
00:02:24   82   71   80   3
00:02:25   22   68   93   30
00:02:26   74   17   50   26
00:02:27   24   22   68   38
00:02:28   4   23   56   51
00:02:29   46   5   76   43
00:02:30   54   9   25   1
00:02:31   46   39   66   12
00:02:32   70   80   77   29
00:02:33   100   44   28   18
00:02:34   48   75   81   80
00:02:35   92   31   88   12
00:02:36   58   75   11   30
00:02:37   71   36   12   71
00:02:38   32   57   92   35
00:02:39   27   99   12   48
00:02:40   58   26   66   16
00:02:41   33   26   23   92
00:02:42   94   6   93   24
00:02:43   15   19   57   54
00:02:44   75   86   13   10
00:02:45   79   10   32   21
00:02:46   22   74   34   17
00:02:47   40   85   76   58
00:02:48   28   38   6   78
00:02:49   51   17   11   100
00:02:50   50   32   1   24
00:02:51   85   72   46   36
00:02:52   87   73   9   57
00:02:53   12   74   87   14
00:02:54   62   39   42   44
00:02:55   18   71   58   37
00:02:56   62   15   50   16
00:02:57   89   19   94   29
00:02:58   76   44   94   37
00:02:59   60   6   58   19
00:03:00   39   95   71   30
00:03:01   67   10   24   93
00:03:02   66   94   12   59
00:03:03   0   87   44   36
00:03:04   93   19   18   7
00:03:05   98   14   93   53
00:03:06   53   83   2   10
00:03:07   59   28   6   14
00:03:08   99   35   21   44
00:03:09   87   100   92   18
00:03:10   95   18   48   39
00:03:11   12   2   92   43
00:03:12   39   75   80   24
00:03:13   13   93   82   78
00:03:14   70   68   54   26
00:03:15   67   68   48   22
00:03:16   11   4   11   98
00:03:17   63   82   63   36
00:03:18   48   68   33   27
00:03:19   26   85   10   29
00:03:20   33   45   88   59
00:03:21   52   96   20   78
00:03:22   19   21   29   88
00:03:23   27   0   48   25
00:03:24   68   52   65   70
00:03:25   10   51   48   78
00:03:26   16   100   9   2
00:03:27   57   23   3   95
00:03:28   43   47   90   24
00:03:29   46   29   99   68
00:03:30   25   48   67   63
00:03:31   70   46   95   20
00:03:32   82   61   66   83
00:03:33   96   26   19   22
00:03:34   81   62   99   24
00:03:35   15   98   70   82
00:03:36   65   65   30   60
00:03:37   65   31   65   20
00:03:38   72   85   71   13
00:03:39   38   95   74   82
00:03:40   20   18   53   6
00:03:41   74   30   31   3
00:03:42   62   68   40   35
00:03:43   18   83   82   52
00:03:44   19   94   82   31
00:03:45   60   69   46   56
00:03:46   68   25   37   24
00:03:47   1   38   33   57
00:03:48   81   74   55   58
00:03:49   43   92   69   49
00:03:50   28   100   49   22
00:03:51   62   95   46   17
00:03:52   75   36   87   66
00:03:53   57   24   94   9
00:03:54   82   95   63   72
00:03:55   47   55   54   69
00:03:56   14   10   4   48
00:03:57   82   12   95   23
00:03:58   60   3   61   30
00:03:59   38   42   30   93
00:04:00   47   1   17   73
00:04:01   71   50   4   43
00:04:02   99   31   76   0
00:04:03   96   91   37   8
00:04:04   37   99   30   51
00:04:05   24   51   42   9
00:04:06   85   68   39   8
00:04:07   81   0   83   44
00:04:08   26   45   6   72
00:04:09   61   73   19   0
00:04:10   14   48   50   92
00:04:11   3   54   30   66
00:04:12   38   0   39   1
00:04:13   6   31   47   21
00:04:14   12   89   61   29
00:04:15   78   88   63   15
00:04:16   79   42   68   59
00:04:17   79   56   100   57
00:04:18   28   33   19   6
00:04:19   50   21   57   61
00:04:20   86   55   91   57
00:04:21   86   43   26   54
00:04:22   75   99   45   87
00:04:23   40   89   84   55
00:04:24   57   98   50   51
00:04:25   43   54   65   43
00:04:26   27   54   93   30
00:04:27   79   23   64   57
00:04:28   51   84   94   33
00:04:29   71   76   72   84
00:04:30   21   39   75   21
00:04:31   53   69   29   94
00:04:32   9   96   22   22
00:04:33   45   78   50   3
00:04:34   51   59   41   50
00:04:35   93   81   93   27
00:04:36   68   22   2   10
00:04:37   62   64   53   7
00:04:38   8   81   77   1
00:04:39   98   77   5   50
00:04:40   86   11   5   97
00:04:41   74   19   98   90
00:04:42   78   38   84   33
00:04:43   8   17   50   97
00:04:44   63   18   58   18
00:04:45   34   15   80   18
00:04:46   16   30   8   21
00:04:47   90   10   14   98
00:04:48   50   27   99   76
00:04:49   83   60   35   53
00:04:50   43   42   29   77
00:04:51   44   48   6   13
00:04:52   94   66   6   40
00:04:53   38   43   95   68
00:04:54   92   1   75   42
00:04:55   67   79   75   65
00:04:56   28   68   29   62
00:04:57   56   3   97   2
00:04:58   59   70   17   97
00:04:59   37   38   43   90
00:05:00   71   28   79   21
00:05:01   13   98   6   87
00:05:02   79   3   45   95
00:05:03   4   11   74   18
00:05:04   75   11   96   72
00:05:05   20   16   44   59
00:05:06   96   72   4   31
00:05:07   77   5   7   29
00:05:08   47   7   10   59
00:05:09   87   46   9   0
00:05:10   26   70   25   96
00:05:11   92   2   57   63
00:05:12   76   55   18   21
00:05:13   81   79   29   67
00:05:14   50   16   82   0
00:05:15   17   75   39   0
00:05:16   16   26   3   18
00:05:17   90   42   47   45
00:05:18   4   89   43   63
00:05:19   4   2   92   26
00:05:20   95   14   65   0
00:05:21   30   50   82   17
00:05:22   78   52   28   62
00:05:23   55   94   33   67
00:05:24   48   10   84   57
00:05:25   31   48   49   8
00:05:26   65   40   96   71
00:05:27   33   18   2   49
00:05:28   37   93   92   98
00:05:29   38   46   96   11
00:05:30   93   32   40   44
00:05:31   28   32   5   30
00:05:32   48   83   9   67
00:05:33   40   57   84   57
00:05:34   49   0   59   98
00:05:35   33   11   61   95
00:05:36   89   68   34   73
00:05:37   97   91   64   64
00:05:38   44   29   60   14
00:05:39   22   14   28   32
00:05:40   29   25   67   53
00:05:41   81   17   94   62
00:05:42   89   96   98   67
00:05:43   12   59   87   78
00:05:44   77   18   23   21
00:05:45   35   52   36   7
00:05:46   75   27   62   28
00:05:47   81   32   5   8
00:05:48   26   17   59   71
00:05:49   29   15   9   59
00:05:50   12   29   37   29
00:05:51   6   45   7   33
00:05:52   69   26   75   26
00:05:53   94   65   79   4
00:05:54   16   90   25   67
00:05:55   38   78   86   43
00:05:56   11   100   74   17
00:05:57   88   48   27   35
00:05:58   20   14   8   2
00:05:59   73   39   6   100
00:06:00   82   36   100   61
00:06:01   27   80   65   18
00:06:02   32   36   95   21
00:06:03   0   16   100   11
00:06:04   14   64   12   37
00:06:05   84   43   49   43
00:06:06   45   53   28   93
00:06:07   40   42   46   90
00:06:08   52   71   94   36
00:06:09   30   57   56   44
00:06:10   23   72   2   48
00:06:11   37   39   68   94
00:06:12   65   23   29   70
00:06:13   24   31   42   46
00:06:14   75   41   99   9
00:06:15   4   37   41   93
00:06:16   40   82   51   62
00:06:17   73   100   4   26
00:06:18   46   13   18   1
00:06:19   11   65   37   60
00:06:20   61   20   28   53
00:06:21   31   78   93   73
00:06:22   24   92   11   38
00:06:23   13   83   37   41
00:06:24   78   58   28   69
00:06:25   91   28   39   51
00:06:26   76   72   77   20
00:06:27   29   15   46   71
00:06:28   72   99   78   69
00:06:29   97   52   78   58
00:06:30   81   78   57   8
00:06:31   39   75   7   62
00:06:32   46   92   80   72
00:06:33   62   22   74   8
00:06:34   76   34   10   7
00:06:35   100   21   49   79
00:06:36   34   51   99   94
00:06:37   45   53   5   46
00:06:38   51   50   73   60
00:06:39   82   79   36   86
00:06:40   67   99   24   34
00:06:41   69   40   62   19
00:06:42   44   84   86   99
00:06:43   73   84   19   4
00:06:44   11   80   30   8
00:06:45   77   58   20   74
00:06:46   28   48   85   94
00:06:47   29   69   69   2
00:06:48   83   5   2   56
00:06:49   35   1   59   4
00:06:50   83   14   47   27
00:06:51   49   88   89   69
00:06:52   30   0   38   22
00:06:53   35   8   77   40
00:06:54   71   87   4   73
00:06:55   61   43   51   93
00:06:56   31   39   74   9
00:06:57   16   28   78   63
00:06:58   86   33   97   63
00:06:59   87   97   76   54
00:07:00   53   63   25   75
00:07:01   63   72   27   78
00:07:02   49   39   60   18
00:07:03   19   28   94   58
00:07:04   47   90   89   44
00:07:05   65   71   16   46
00:07:06   89   76   53   85
00:07:07   33   93   14   41
00:07:08   68   40   74   31
00:07:09   59   1   66   57
00:07:10   32   28   34   19
00:07:11   15   17   24   98
00:07:12   92   23   60   56
00:07:13   28   17   29   68
00:07:14   65   27   78   24
00:07:15   38   70   5   68
00:07:16   52   75   20   63
00:07:17   83   59   20   29
00:07:18   51   80   15   31
00:07:19   88   59   33   97
00:07:20   31   50   1   60
00:07:21   71   30   55   75
00:07:22   59   38   88   30
00:07:23   28   37   29   45
00:07:24   56   72   91   80
00:07:25   70   44   70   50
00:07:26   92   99   7   44
00:07:27   0   85   11   7
00:07:28   99   74   29   12
00:07:29   100   100   97   35
00:07:30   72   72   4   13
00:07:31   39   57   58   99
00:07:32   0   19   50   90
00:07:33   4   59   91   51
00:07:34   78   18   62   71
00:07:35   5   29   30   47
00:07:36   55   27   97   50
00:07:37   7   31   47   99
00:07:38   69   60   43   91
00:07:39   3   11   65   35
00:07:40   99   47   100   73
00:07:41   89   14   16   5
00:07:42   9   72   10   2
00:07:43   38   22   89   37
00:07:44   66   42   82   46
00:07:45   61   27   50   8
00:07:46   51   1   6   24
00:07:47   27   92   5   44
00:07:48   86   6   91   12
00:07:49   14   55   34   39
00:07:50   12   72   1   81
00:07:51   100   20   35   90
00:07:52   27   53   99   58
00:07:53   31   85   18   62
00:07:54   62   29   34   3
00:07:55   8   25   57   78
00:07:56   15   32   71   76
00:07:57   14   7   32   5
00:07:58   96   49   95   41
00:07:59   34   22   92   92
00:08:00   79   29   56   16
00:08:01   75   85   86   47
00:08:02   76   87   1   61
00:08:03   90   19   58   75
00:08:04   46   42   86   25
00:08:05   63   0   81   34
00:08:06   7   96   53   37
00:08:07   74   13   0   64
00:08:08   13   69   80   67
00:08:09   37   86   75   16
00:08:10   41   65   26   30
00:08:11   4   68   36   62
00:08:12   95   17   72   23
00:08:13   21   97   40   35
00:08:14   99   46   94   60
00:08:15   93   19   40   58
00:08:16   71   55   98   7
00:08:17   31   86   43   12
00:08:18   69   82   65   88
00:08:19   24   20   12   15
00:08:20   95   61   61   11
00:08:21   47   63   88   70
00:08:22   52   94   46   12
00:08:23   10   58   96   49
00:08:24   20   74   24   52
00:08:25   72   81   99   68
00:08:26   47   33   40   84
00:08:27   6   82   70   45
00:08:28   6   42   17   82
00:08:29   3   76   81   99
00:08:30   85   82   20   15
00:08:31   74   12   71   49
00:08:32   65   60   41   6
00:08:33   18   68   20   29
00:08:34   0   53   99   91
00:08:35   18   48   98   81
00:08:36   87   52   78   82
00:08:37   48   10   88   29
00:08:38   95   62   20   83
00:08:39   78   52   16   13
00:08:40   38   97   2   50
00:08:41   73   45   6   10
00:08:42   72   24   57   15
00:08:43   22   54   17   42
00:08:44   31   38   79   60
00:08:45   52   77   41   12
00:08:46   92   61   60   46
00:08:47   46   93   91   57
00:08:48   32   3   52   94
00:08:49   52   6   24   75
00:08:50   57   46   53   81
00:08:51   0   58   73   71
00:08:52   61   43   67   52
00:08:53   56   46   21   57
00:08:54   3   35   38   93
00:08:55   0   31   69   94
00:08:56   80   56   7   85
00:08:57   80   18   34   16
00:08:58   50   40   80   89
00:08:59   43   78   2   59
00:09:00   88   51   70   20
00:09:01   35   57   40   18
00:09:02   41   90   19   99
00:09:03   1   90   60   96
00:09:04   88   75   30   97
00:09:05   86   39   72   59
00:09:06   51   34   68   82
00:09:07   79   90   71   63
00:09:08   12   48   77   45
00:09:09   97   57   84   47
00:09:10   6   44   72   15
00:09:11   98   33   17   58
00:09:12   13   19   50   72
00:09:13   20   38   93   79
00:09:14   31   3   34   0
00:09:15   14   47   10   83
00:09:16   92   43   37   92
00:09:17   37   71   82   46
00:09:18   36   77   0   42
00:09:19   14   30   41   38
00:09:20   74   68   48   83
00:09:21   60   38   76   8
00:09:22   80   36   30   3
00:09:23   72   48   31   77
00:09:24   27   22   10   65
00:09:25   88   35   58   9
00:09:26   65   61   60   47
00:09:27   0   68   33   70
00:09:28   20   58   35   96
00:09:29   58   48   84   72
00:09:30   89   35   2   19
00:09:31   66   1   93   35
00:09:32   68   39   2   52
00:09:33   50   76   36   0
00:09:34   71   41   31   3
00:09:35   34   42   54   13
00:09:36   36   29   19   79
00:09:37   73   74   12   27
00:09:38   8   17   39   68
00:09:39   6   96   58   83
00:09:40   12   86   31   51
00:09:41   30   60   98   68
00:09:42   12   83   10   31
00:09:43   59   85   26   85
00:09:44   26   89   89   13
00:09:45   21   17   58   79
00:09:46   41   15   90   52
00:09:47   22   41   65   90
00:09:48   73   40   77   62
00:09:49   44   12   11   11
00:09:50   75   51   31   55
00:09:51   37   43   90   8
00:09:52   71   28   94   80
00:09:53   7   18   77   90
00:09:54   58   41   3   27
00:09:55   92   64   65   14
00:09:56   93   65   95   7
00:09:57   46   96   12   100
00:09:58   28   63   23   5
00:09:59   57   58   64   55
00:10:00   50   47   42   81
00:10:01   85   41   49   74
00:10:02   25   50   22   94
00:10:03   52   67   20   24
00:10:04   59   32   63   1
00:10:05   86   4   91   43
00:10:06   1   15   46   93
00:10:07   13   72   58   27
00:10:08   70   75   87   21
00:10:09   68   54   9   86
00:10:10   31   99   28   86
00:10:11   77   43   39   79
00:10:12   1   77   65   27
00:10:13   44   4   31   79
00:10:14   31   80   40   34
00:10:15   48   77   47   5
00:10:16   7   14   63   19
00:10:17   7   2   26   76
00:10:18   29   87   67   46
00:10:19   97   6   20   3
00:10:20   34   58   15   73
00:10:21   16   22   15   19
00:10:22   41   31   52   96
00:10:23   91   18   99   84
00:10:24   48   75   31   60
00:10:25   68   13   86   16
00:10:26   26   100   41   75
00:10:27   36   60   55   72
00:10:28   25   3   60   91
00:10:29   91   72   90   64
00:10:30   76   42   60   2
00:10:31   52   57   56   99
00:10:32   42   78   89   17
00:10:33   47   69   13   99
00:10:34   59   40   38   30
00:10:35   88   66   40   56
00:10:36   19   27   32   51
00:10:37   34   15   79   1
00:10:38   81   66   83   47
00:10:39   35   61   87   68
00:10:40   38   62   88   88
00:10:41   16   33   71   18
00:10:42   34   15   38   21
00:10:43   5   31   5   98
00:10:44   78   18   68   40
00:10:45   43   76   100   71
00:10:46   11   40   61   36
00:10:47   21   10   43   48
00:10:48   44   40   32   78
00:10:49   27   49   49   17
00:10:50   35   19   11   55
00:10:51   40   14   63   18
00:10:52   29   49   22   7
00:10:53   41   40   33   19
00:10:54   2   6   73   29
00:10:55   31   80   61   78
00:10:56   89   87   15   80
00:10:57   2   23   67   95
00:10:58   54   54   56   67
00:10:59   8   85   94   55
00:11:00   30   60   48   10
00:11:01   75   29   12   18
00:11:02   10   21   24   73
00:11:03   31   4   3   33
00:11:04   65   96   67   16
00:11:05   39   0   14   16
00:11:06   47   68   61   87
00:11:07   49   86   26   20
00:11:08   6   78   84   31
00:11:09   12   49   13   68
00:11:10   60   87   66   22
00:11:11   31   82   67   2
00:11:12   52   24   69   3
00:11:13   33   1   64   85
00:11:14   47   38   6   0
00:11:15   57   52   1   86
00:11:16   25   21   28   62
00:11:17   31   98   21   89
00:11:18   17   85   76   27
00:11:19   57   88   17   46
00:11:20   62   84   26   12
00:11:21   99   47   79   28
00:11:22   97   9   97   95
00:11:23   22   52   44   86
00:11:24   64   40   17   68
00:11:25   52   25   4   92
00:11:26   98   43   86   69
00:11:27   91   19   25   4
00:11:28   10   87   65   7
00:11:29   99   63   53   46
00:11:30   47   37   72   88
00:11:31   24   69   80   54
00:11:32   57   69   28   92
00:11:33   96   47   50   17
00:11:34   27   90   15   88
00:11:35   51   20   33   41
00:11:36   83   38   100   66
00:11:37   20   89   72   76
00:11:38   54   11   99   45
00:11:39   84   15   81   69
00:11:40   19   71   50   41
00:11:41   18   29   11   46
00:11:42   78   79   70   15
00:11:43   39   12   44   74
00:11:44   52   53   11   17
00:11:45   36   87   34   56
00:11:46   66   81   54   68
00:11:47   3   18   94   22
00:11:48   68   42   65   33
00:11:49   48   84   68   83
00:11:50   56   32   31   72
00:11:51   14   3   81   8
00:11:52   3   37   61   12
00:11:53   37   11   72   63
00:11:54   18   85   39   81
00:11:55   90   67   52   42
00:11:56   48   93   84   78
00:11:57   14   7   59   91
00:11:58   70   5   14   40
00:11:59   84   19   60   36
00:12:00   84   32   42   7
00:12:01   31   87   36   55
00:12:02   53   65   79   2
00:12:03   99   97   23   24
00:12:04   36   73   35   92
00:12:05   34   61   38   49
00:12:06   9   9   58   0
00:12:07   62   44   21   80
00:12:08   30   23   46   86
00:12:09   65   61   49   38
00:12:10   65   20   93   15
00:12:11   72   49   99   90
00:12:12   94   69   10   28
00:12:13   97   23   61   16
00:12:14   86   6   65   49
00:12:15   16   25   30   94
00:12:16   28   80   57   9
00:12:17   40   63   60   14
00:12:18   55   93   42   11
00:12:19   26   43   27   22
00:12:20   80   45   13   100
00:12:21   7   21   81   37
00:12:22   27   53   35   22
00:12:23   36   70   64   98
00:12:24   24   52   81   26
00:12:25   8   24   15   6
00:12:26   64   61   56   57
00:12:27   92   6   97   76
00:12:28   82   8   68   83
00:12:29   95   90   82   45
00:12:30   27   68   20   39
00:12:31   81   66   45   44
00:12:32   19   31   71   59
00:12:33   37   18   1   70
00:12:34   51   36   8   94
00:12:35   53   98   95   73
00:12:36   45   12   9   83
00:12:37   53   15   79   40
00:12:38   71   44   47   33
00:12:39   100   24   28   7
00:12:40   35   86   25   5
00:12:41   17   14   16   68
00:12:42   12   89   72   24
00:12:43   65   12   25   64
00:12:44   36   65   67   30
00:12:45   16   89   33   15
00:12:46   15   77   21   6
00:12:47   87   28   53   21
00:12:48   13   3   19   26
00:12:49   51   68   5   88
00:12:50   88   89   93   53
00:12:51   86   89   96   71
00:12:52   10   20   45   86
00:12:53   95   72   61   20
00:12:54   99   22   95   60
00:12:55   70   6   69   49
00:12:56   58   79   9   2
00:12:57   71   1   85   98
00:12:58   15   6   43   41
00:12:59   55   6   78   87
00:13:00   92   40   81   68
00:13:01   78   52   19   76
00:13:02   73   87   13   71
00:13:03   47   95   55   96
00:13:04   30   12   15   94
00:13:05   34   79   63   2
00:13:06   71   63   18   73
00:13:07   14   7   99   68
00:13:08   44   85   51   86
00:13:09   21   77   3   68
00:13:10   95   12   80   69
00:13:11   79   25   73   9
00:13:12   47   38   45   2
00:13:13   93   19   14   72
00:13:14   5   44   51   30
00:13:15   93   98   36   12
00:13:16   66   86   31   6
00:13:17   96   69   33   76
00:13:18   47   9   49   36
00:13:19   93   15   46   64
00:13:20   40   75   12   78
00:13:21   43   34   86   0
00:13:22   24   34   24   97
00:13:23   67   12   37   53
00:13:24   10   6   95   5
00:13:25   96   93   23   8
00:13:26   60   47   82   9
00:13:27   14   87   24   96
00:13:28   39   89   2   96
00:13:29   54   65   8   90
00:13:30   17   95   34   90
00:13:31   15   40   90   43
00:13:32   19   59   19   99
00:13:33   82   48   73   13
00:13:34   62   89   27   26
00:13:35   29   68   84   41
00:13:36   21   9   3   44
00:13:37   55   88   81   15
00:13:38   1   21   58   30
00:13:39   60   5   62   98
00:13:40   32   75   29   25
00:13:41   68   29   81   55
00:13:42   20   78   56   99
00:13:43   7   60   8   60
00:13:44   87   92   16   73
00:13:45   13   61   57   11
00:13:46   5   44   56   86
00:13:47   87   49   43   6
00:13:48   91   60   36   3
00:13:49   18   54   37   89
00:13:50   68   13   23   19
00:13:51   79   47   11   15
00:13:52   81   46   82   37
00:13:53   80   1   99   87
00:13:54   64   72   97   52
00:13:55   37   31   17   1
00:13:56   0   44   41   38
00:13:57   75   51   22   18
00:13:58   84   40   70   11
00:13:59   65   70   67   26
00:14:00   66   40   45   25
00:14:01   17   23   56   15
00:14:02   5   0   84   2
00:14:03   22   34   2   5
00:14:04   54   5   7   47
00:14:05   91   27   53   82
00:14:06   24   50   48   57
00:14:07   54   84   66   74
00:14:08   23   36   35   80
00:14:09   66   96   100   50
00:14:10   45   62   36   19
00:14:11   96   13   69   33
00:14:12   82   68   99   86
00:14:13   29   25   76   29
00:14:14   68   37   36   76
00:14:15   92   49   1   20
00:14:16   25   99   8   53
00:14:17   64   4   6   63
00:14:18   73   49   88   97
00:14:19   97   42   71   72
00:14:20   70   31   74   54
00:14:21   57   32   63   47
00:14:22   98   89   25   50
00:14:23   87   36   2   56
00:14:24   29   60   31   29
00:14:25   86   30   22   79
00:14:26   93   63   100   91
00:14:27   76   47   41   62
00:14:28   81   76   62   75
00:14:29   18   17   28   10
00:14:30   1   9   76   58
00:14:31   40   96   43   51
00:14:32   27   83   61   61
00:14:33   39   100   51   61
00:14:34   35   22   89   76
00:14:35   54   96   71   75
00:14:36   86   65   50   88
00:14:37   32   86   54   86
00:14:38   41   51   91   19
00:14:39   39   82   26   85
00:14:40   66   9   41   95
00:14:41   33   39   20   13
00:14:42   33   8   26   22
00:14:43   13   5   37   78
00:14:44   49   49   46   31
00:14:45   29   86   27   40
00:14:46   88   100   56   62
00:14:47   5   68   99   78
00:14:48   88   27   98   58
00:14:49   41   45   18   96
00:14:50   85   85   10   65
00:14:51   49   9   25   66
00:14:52   15   91   30   20
00:14:53   95   64   5   79
00:14:54   6   64   77   99
00:14:55   53   76   41   35
00:14:56   1   93   94   86
00:14:57   50   99   10   59
00:14:58   32   0   11   86
00:14:59   96   64   77   96
00:15:00   11   85   15   47
00:15:01   15   65   99   36
00:15:02   87   97   74   22
00:15:03   76   45   37   28
00:15:04   56   53   2   70
00:15:05   3   26   21   21
00:15:06   81   94   17   66
00:15:07   54   50   5   83
00:15:08   22   92   71   98
00:15:09   81   56   50   43
00:15:10   96   49   51   61
00:15:11   58   45   98   92
00:15:12   74   99   87   96
00:15:13   67   29   62   2
00:15:14   53   37   24   83
00:15:15   44   68   21   66
00:15:16   55   34   94   16
00:15:17   51   62   100   51
00:15:18   23   63   99   62
00:15:19   33   11   11   96
00:15:20   42   51   46   55
00:15:21   43   78   26   2
00:15:22   33   50   7   74
00:15:23   63   41   55   53
00:15:24   73   98   97   17
00:15:25   91   38   69   4
00:15:26   90   61   53   86
00:15:27   56   19   2   20
00:15:28   17   89   19   20
00:15:29   14   19   49   90
00:15:30   44   56   52   13
00:15:31   95   33   44   73
00:15:32   72   95   82   7
00:15:33   9   51   28   56
00:15:34   71   60   84   53
00:15:35   7   49   78   13
00:15:36   11   35   52   40
00:15:37   73   93   54   59
00:15:38   10   60   34   8
00:15:39   26   71   87   40
00:15:40   13   61   84   19
00:15:41   42   87   20   70
00:15:42   68   49   44   41
00:15:43   34   28   98   73
00:15:44   45   50   51   91
00:15:45   16   13   39   84
00:15:46   79   74   45   80
00:15:47   66   2   48   25
00:15:48   94   0   44   60
00:15:49   16   44   26   48
00:15:50   82   99   52   59
00:15:51   28   8   1   57
00:15:52   39   64   79   6
00:15:53   84   34   55   85
00:15:54   94   13   45   34
00:15:55   14   1   63   69
00:15:56   80   85   38   91
00:15:57   96   12   87   34
00:15:58   25   71   71   62
00:15:59   10   11   16   100
00:16:00   97   98   77   13
00:16:01   74   22   70   57
00:16:02   77   96   92   10
00:16:03   39   17   97   42
00:16:04   76   20   12   6
00:16:05   19   25   25   76
00:16:06   76   91   81   63
00:16:07   24   100   11   81
00:16:08   59   17   91   79
00:16:09   42   63   41   51
00:16:10   39   72   26   74
00:16:11   70   58   84   60
00:16:12   67   15   22   15
00:16:13   80   78   48   19
00:16:14   73   75   36   61
00:16:15   11   45   14   98
00:16:16   31   12   45   36
00:16:17   84   21   70   36
00:16:18   75   59   83   31
00:16:19   94   23   28   92
00:16:20   91   38   95   98
00:16:21   35   99   66   41
00:16:22   13   22   36   75
00:16:23   20   94   0   40
00:16:24   70   33   26   66
00:16:25   91   29   85   76
00:16:26   51   70   56   22
00:16:27   24   5   66   82
00:16:28   8   63   37   50
00:16:29   83   60   63   57
00:16:30   12   31   1   30
00:16:31   18   90   2   45
